The food is great and authentic.	food	2
I recommend the garlic shrimp, okra (bindi), and anything with lamb.	garlic shrimp	2
I recommend the garlic shrimp, okra (bindi), and anything with lamb.	okra (bindi)	2
I recommend the garlic shrimp, okra (bindi), and anything with lamb.	lamb	2
The menu was impressive with selections ranging from a burger, to steak, to escargot.	menu	2
The menu was impressive with selections ranging from a burger, to steak, to escargot.	burger	1
The menu was impressive with selections ranging from a burger, to steak, to escargot.	steak	1
The menu was impressive with selections ranging from a burger, to steak, to escargot.	escargot	1
very good breads as well.	breads	2
Anyway, the food is good, the price is right and they have a decent wine list.	food	2
Anyway, the food is good, the price is right and they have a decent wine list.	price	2
Anyway, the food is good, the price is right and they have a decent wine list.	wine list	2
The food was lousy -too sweet or too salty and the portions tiny.	food	0
The food was lousy -too sweet or too salty and the portions tiny.	portions	0
But the coconut rice was good.	coconut rice	2
And the Tom Kha soup was pathetic.	Tom Kha soup	0
The food now is inconsistent.	food	0
Try the crunchy tuna, it is to die for.	crunchy tuna	2
Reasonable prices.	prices	2
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	service	2
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	food	2
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	price	2
Unfortunately, the food was NOT something to get worked up about.	food	0
The food is great and reasonably priced.	food	2
The food is great and reasonably priced.	priced	2
Their calzones are horrific, bad, vomit-inducing, YUCK.	calzones	0
A few tips: skip the turnip cake, roast pork buns and egg custards.	turnip cake	0
A few tips: skip the turnip cake, roast pork buns and egg custards.	roast pork buns	0
A few tips: skip the turnip cake, roast pork buns and egg custards.	egg custards	0
The bagels are fabulous.	bagels	2
While the ambiance and atmosphere were great, the food and service could have been a lot better.	ambiance	2
While the ambiance and atmosphere were great, the food and service could have been a lot better.	atmosphere	2
While the ambiance and atmosphere were great, the food and service could have been a lot better.	food	0
While the ambiance and atmosphere were great, the food and service could have been a lot better.	service	0
Our waitress was sweet and accomodating, not overbearing.	waitress	2
My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	fish	2
My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	rice	2
My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	seaweed	2
Good spreads, great beverage selections and bagels really tasty.	spreads	2
Good spreads, great beverage selections and bagels really tasty.	beverage selections	2
Good spreads, great beverage selections and bagels really tasty.	bagels	2
The food options rule.	food options	2
Consistently good Japanese Tapas.	Japanese Tapas	2
The sushi was awful!	sushi	0
The food was great.	food	2
With the theater 2 blocks away we had a delicious meal in a beautiful room.	meal	2
With the theater 2 blocks away we had a delicious meal in a beautiful room.	room	2
I love the fact that the pizza tastes so good and is so cheap.	pizza	2
Service was prompt, friendly and great.	Service	2
I haven't eat a lamb chop as delicious as that, the salads are really nice dressed with lemon and extra virgnin olive oil.	lamb chop	2
I haven't eat a lamb chop as delicious as that, the salads are really nice dressed with lemon and extra virgnin olive oil.	salads	2
Drawbacks: service is slow and they don't toast!	service	0
The prices were fantastic.	prices	2
The food is terrible and overall, I would have to say avoid at all costs.	food	0
The food is prepared quickly and efficiently.	food	2
The food is fresh, delicious, and reasonably priced.	food	2
The food is fresh, delicious, and reasonably priced.	priced	2
As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.	waiter	1
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	outdoor atmosphere	2
A large is $20, and toppings are about $3 each.	toppings	1
The spicy tuna and salmon are the best we've ever had.	spicy tuna	2
The spicy tuna and salmon are the best we've ever had.	salmon	2
The food was very good, a great deal, and the place its self was great.	food	2
The food was very good, a great deal, and the place its self was great.	place	2
The food is usually good but it certainly isn't a relaxing place to go.	food	2
The food is usually good but it certainly isn't a relaxing place to go.	place	0
After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.	dinner	1
After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.	dance floor	2
The server was really cool and served us our food and drinks with a smile.	server	2
The server was really cool and served us our food and drinks with a smile.	served	2
The server was really cool and served us our food and drinks with a smile.	food	1
The server was really cool and served us our food and drinks with a smile.	drinks	1
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	dishes	2
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	lamb sausages	2
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	sardines with biscuits	2
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	large whole shrimp	2
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	pistachio ice cream	2
Went there for an office lunch.	office lunch	1
We've only eaten in the restaurant once, but we have ordered many times for dinner.	dinner	1
